episode,status,runtime,reward,collisions_agent,collisions_obs,success
9843,Obstacle Collision,18367.35,-1.225,0,1,0
9844,Success,18368.88,-0.05,0,0,1
9845,Success,18370.4,-0.078,0,0,1
9846,Success,18372.29,-0.078,0,0,1
9847,Success,18374.98,-0.094,0,0,1
9848,Success,18377.8,-0.117,0,0,1
9849,Success,18379.64,-0.056,0,0,1
9850,Agent Collision,18380.65,-4.306,1,0,0
9851,Obstacle Collision,18382.55,-0.822,0,1,0
9852,Success,18384.14,-0.044,0,0,1
9853,Obstacle Collision,18386.8,-1.417,0,1,0
9854,Success,18388.16,-0.061,0,0,1
9855,Obstacle Collision,18388.6,-1.261,0,1,0
9856,Success,18390.32,-0.056,0,0,1
9857,Obstacle Collision,18395.04,-1.45,0,1,0
9858,Obstacle Collision,18396.29,-1.283,0,1,0
9859,Success,18397.52,-0.039,0,0,1
9860,Obstacle Collision,18400.03,-0.953,0,1,0
9861,Obstacle Collision,18401.54,-1.311,0,1,0
9862,Success,18403.59,-0.067,0,0,1
9863,Success,18405.78,-0.094,0,0,1
9864,Success,18408.78,-0.094,0,0,1
9865,Obstacle Collision,18409.82,-1.278,0,1,0
9866,Success,18411.06,-0.044,0,0,1
9867,Obstacle Collision,18413.19,-1.322,0,1,0
9868,Obstacle Collision,18413.86,-1.267,0,1,0
9869,Success,18415.55,-0.15,0,0,1
9870,Success,18417.96,-0.083,0,0,1
9871,Obstacle Collision,18420.05,-1.361,0,1,0
9872,Success,18422.64,-0.078,0,0,1
9873,Success,18425.13,-0.067,0,0,1
9874,Obstacle Collision,18426.42,-1.289,0,1,0
9875,Obstacle Collision,18426.86,-1.261,0,1,0
9876,Success,18430.29,-0.111,0,0,1
9877,Success,18433.44,-0.083,0,0,1
9878,Obstacle Collision,18435.31,-1.15,0,1,0
9879,Success,18438.47,-0.161,0,0,1
9880,Obstacle Collision,18439.37,-1.272,0,1,0
9881,Success,18441.45,-0.078,0,0,1
9882,Success,18443.44,-2.628,0,0,1
9883,Success,18444.13,-0.022,0,0,1
9884,Success,18446.25,-0.061,0,0,1
9885,Success,18448.55,-0.094,0,0,1
9886,Success,18451.25,-0.939,0,0,1
9887,Success,18453.13,-0.05,0,0,1
9888,Obstacle Collision,18453.57,-1.261,0,1,0
9889,Success,18455.71,-0.928,0,0,1
9890,Obstacle Collision,18456.39,-1.267,0,1,0
9891,Success,18457.87,-0.05,0,0,1
9892,Obstacle Collision,18458.78,-1.272,0,1,0
9893,Success,18460.66,-0.906,0,0,1
9894,Success,18462.23,-0.061,0,0,1
9895,Obstacle Collision,18463.72,-1.3,0,1,0
9896,Success,18467.51,-0.167,0,0,1
9897,Success,18469.14,-0.044,0,0,1
9898,Obstacle Collision,18470.06,-1.272,0,1,0
9899,Obstacle Collision,18471.22,-1.206,0,1,0
9900,Obstacle Collision,18471.87,-1.232,0,1,0
9901,Success,18474.22,-0.128,0,0,1
9902,Success,18476.23,-0.061,0,0,1
9903,Obstacle Collision,18477.34,-1.278,0,1,0
9904,Obstacle Collision,18478.23,-1.255,0,1,0
9905,Obstacle Collision,18482.66,-1.544,0,1,0
9906,Success,18483.74,-0.039,0,0,1
9907,Obstacle Collision,18485.93,-1.35,0,1,0
9908,Success,18488.32,-0.094,0,0,1
9909,Success,18489.4,-0.05,0,0,1
9910,Obstacle Collision,18491.23,-2.975,0,1,0
9911,Obstacle Collision,18492.96,-1.306,0,1,0
9912,Obstacle Collision,18495.35,-1.253,0,1,0
9913,Obstacle Collision,18496.95,-1.306,0,1,0
9914,Obstacle Collision,18497.87,-1.117,0,1,0
9915,Obstacle Collision,18501.97,-2.344,0,1,0
9916,Success,18502.74,-0.028,0,0,1
9917,Success,18505.18,-0.928,0,0,1
9918,Obstacle Collision,18506.73,-0.985,0,1,0
9919,Agent Collision,18509.14,-1.789,1,0,0
9920,Success,18510.68,-0.044,0,0,1
9921,Success,18513.93,-2.711,0,0,1
9922,Obstacle Collision,18515.52,-2.144,0,1,0
9923,Obstacle Collision,18517.5,-1.311,0,1,0
9924,Obstacle Collision,18518.83,-0.853,0,1,0
9925,Success,18520.59,-0.05,0,0,1
9926,Success,18522.4,-0.928,0,0,1
9927,Obstacle Collision,18525.13,-1.778,0,1,0
9928,Success,18526.15,-0.056,0,0,1
9929,Obstacle Collision,18528.14,-2.156,0,1,0
9930,Success,18528.96,-0.033,0,0,1
9931,Success,18531.98,-0.1,0,0,1
9932,Success,18533.61,-0.056,0,0,1
9933,Obstacle Collision,18535.49,-1.089,0,1,0
9934,Success,18537.13,-0.044,0,0,1
9935,Success,18538.93,-0.05,0,0,1
9936,Success,18541.29,-0.072,0,0,1
9937,Success,18542.44,-0.05,0,0,1
9938,Obstacle Collision,18543.56,-1.278,0,1,0
9939,Obstacle Collision,18544.17,-1.225,0,1,0
9940,Success,18545.09,-0.039,0,0,1
9941,Success,18548.19,-1.833,0,0,1
9942,Success,18550.33,-0.139,0,0,1
9943,Success,18552.44,-1.789,0,0,1
9944,Success,18553.84,-0.05,0,0,1
9945,Success,18556.37,-0.083,0,0,1
9946,Success,18558.96,-0.133,0,0,1
9947,Success,18559.64,-0.022,0,0,1
9948,Obstacle Collision,18560.82,-1.117,0,1,0
9949,Obstacle Collision,18563.6,-2.133,0,1,0
9950,Obstacle Collision,18564.14,-1.225,0,1,0
9951,Obstacle Collision,18565.01,-1.272,0,1,0
9952,Obstacle Collision,18565.76,-2.103,0,1,0
9953,Obstacle Collision,18566.76,-3.724,0,1,0
9954,Success,18567.51,-0.022,0,0,1
9955,Success,18569.14,-0.056,0,0,1
9956,Obstacle Collision,18569.78,-1.267,0,1,0
9957,Success,18572.0,-0.089,0,0,1
9958,Obstacle Collision,18574.84,-1.808,0,1,0
9959,Success,18578.05,-0.961,0,0,1
9960,Success,18579.84,-0.906,0,0,1
9961,Success,18582.02,-0.078,0,0,1
9962,Success,18582.99,-0.028,0,0,1
9963,Success,18586.35,-0.172,0,0,1
9964,Obstacle Collision,18588.52,-1.333,0,1,0
9965,Success,18590.33,-0.083,0,0,1
9966,Success,18592.44,-1.772,0,0,1
9967,Success,18593.65,-0.039,0,0,1
9968,Success,18594.4,-0.028,0,0,1
9969,Obstacle Collision,18595.18,-1.231,0,1,0
9970,Obstacle Collision,18597.6,-1.241,0,1,0
9971,Success,18600.19,-0.1,0,0,1
9972,Success,18602.8,-0.95,0,0,1
9973,Obstacle Collision,18603.48,-1.267,0,1,0
9974,Success,18605.51,-0.067,0,0,1
9975,Obstacle Collision,18606.83,-1.086,0,1,0
9976,Success,18609.7,-0.944,0,0,1
9977,Obstacle Collision,18612.1,-2.189,0,1,0
9978,Success,18614.06,-0.106,0,0,1
9979,Obstacle Collision,18615.31,-1.286,0,1,0
9980,Obstacle Collision,18616.37,-1.184,0,1,0
9981,Obstacle Collision,18617.49,-1.278,0,1,0
9982,Success,18619.93,-0.922,0,0,1
9983,Success,18621.68,-0.056,0,0,1
9984,Success,18623.83,-0.083,0,0,1
9985,Success,18626.14,-0.078,0,0,1
9986,Obstacle Collision,18627.45,-1.283,0,1,0
9987,Obstacle Collision,18629.79,-0.933,0,1,0
9988,Success,18631.26,-0.044,0,0,1
9989,Success,18632.43,-0.044,0,0,1
9990,Success,18634.24,-0.061,0,0,1
9991,Success,18635.56,-0.056,0,0,1
9992,Success,18638.83,-0.15,0,0,1
9993,Success,18640.35,-0.044,0,0,1
9994,Obstacle Collision,18642.03,-1.294,0,1,0
9995,Success,18643.54,-0.05,0,0,1
9996,Success,18645.97,-0.106,0,0,1
9997,Success,18648.69,-0.089,0,0,1
9998,Obstacle Collision,18649.27,-2.082,0,1,0
9999,Obstacle Collision,18650.12,-1.278,0,1,0
10000,Success,18653.32,-0.961,0,0,1
10001,Success,18655.25,-0.061,0,0,1
10002,Obstacle Collision,18656.32,-3.844,0,1,0
10003,Obstacle Collision,18658.02,-1.293,0,1,0
10004,Success,18660.03,-0.056,0,0,1
10005,Success,18663.05,-6.083,0,0,1
10006,Obstacle Collision,18663.83,-1.008,0,1,0
10007,Success,18665.54,-0.061,0,0,1
10008,Obstacle Collision,18666.4,-1.2,0,1,0
10009,Success,18668.99,-3.494,0,0,1
10010,Success,18673.81,-0.094,0,0,1
10011,Obstacle Collision,18678.77,-1.306,0,1,0
10012,Success,18679.62,-0.028,0,0,1
10013,Success,18681.11,-0.061,0,0,1
10014,Obstacle Collision,18681.83,-1.112,0,1,0
10015,Success,18684.11,-0.1,0,0,1
10016,Success,18685.34,-0.044,0,0,1
10017,Success,18686.8,-0.044,0,0,1
10018,Success,18689.9,-0.089,0,0,1
10019,Success,18691.29,-0.056,0,0,1
10020,Success,18693.17,-0.056,0,0,1
10021,Success,18695.5,-0.078,0,0,1
10022,Obstacle Collision,18696.95,-1.078,0,1,0
10023,Success,18700.98,-0.972,0,0,1
10024,Success,18702.56,-0.089,0,0,1
10025,Obstacle Collision,18704.37,-0.937,0,1,0
10026,Success,18706.65,-0.1,0,0,1
10027,Obstacle Collision,18707.57,-1.075,0,1,0
10028,Success,18709.63,-0.078,0,0,1
10029,Obstacle Collision,18710.62,-1.158,0,1,0
10030,Success,18712.41,-0.05,0,0,1
10031,Obstacle Collision,18713.1,-1.197,0,1,0
10032,Obstacle Collision,18714.86,-1.097,0,1,0
10033,Success,18716.42,-0.067,0,0,1
10034,Obstacle Collision,18717.8,-1.003,0,1,0
10035,Success,18719.2,-0.056,0,0,1
10036,Obstacle Collision,18719.84,-1.267,0,1,0
10037,Success,18722.65,-1.8,0,0,1
10038,Obstacle Collision,18723.88,-0.967,0,1,0
10039,Success,18726.3,-0.089,0,0,1
10040,Success,18727.61,-0.05,0,0,1
10041,Success,18729.17,-0.056,0,0,1
10042,Success,18731.2,-0.078,0,0,1
10043,Agent Collision,18732.03,-0.878,1,0,0
10044,Success,18733.03,-0.05,0,0,1
10045,Obstacle Collision,18734.16,-1.278,0,1,0
10046,Success,18735.77,-0.067,0,0,1
10047,Success,18737.39,-0.056,0,0,1
10048,Obstacle Collision,18738.63,-1.117,0,1,0
10049,Success,18741.14,-0.1,0,0,1
10050,Obstacle Collision,18742.43,-1.023,0,1,0
10051,Success,18746.71,-5.244,0,0,1
10052,Obstacle Collision,18747.62,-2.128,0,1,0
10053,Obstacle Collision,18751.07,-1.45,0,1,0
10054,Obstacle Collision,18751.94,-1.272,0,1,0
10055,Obstacle Collision,18753.56,-1.289,0,1,0
10056,Success,18756.0,-0.106,0,0,1
10057,Obstacle Collision,18758.9,-1.356,0,1,0
10058,Success,18761.94,-0.089,0,0,1
10059,Success,18763.42,-0.061,0,0,1
10060,Obstacle Collision,18764.57,-1.2,0,1,0
10061,Success,18767.2,-0.15,0,0,1
10062,Obstacle Collision,18768.33,-1.3,0,1,0
10063,Success,18769.16,-0.022,0,0,1
10064,Obstacle Collision,18770.08,-1.075,0,1,0
10065,Success,18773.12,-8.621,0,0,1
10066,Success,18775.0,-0.078,0,0,1
10067,Success,18778.86,-2.672,0,0,1
10068,Success,18782.4,-0.156,0,0,1
10069,Success,18783.95,-0.056,0,0,1
10070,Success,18785.27,-0.044,0,0,1
10071,Success,18787.43,-0.061,0,0,1
10072,Success,18789.03,-0.044,0,0,1
10073,Obstacle Collision,18789.88,-1.198,0,1,0
10074,Obstacle Collision,18790.79,-1.272,0,1,0
10075,Success,18793.04,-0.078,0,0,1
10076,Obstacle Collision,18793.47,-1.261,0,1,0
10077,Obstacle Collision,18794.12,-1.267,0,1,0
10078,Success,18795.96,-0.061,0,0,1
10079,Success,18799.05,-0.133,0,0,1
10080,Success,18799.89,-0.028,0,0,1
10081,Success,18801.44,-0.056,0,0,1
10082,Obstacle Collision,18803.41,-0.9,0,1,0
10083,Success,18804.78,-0.044,0,0,1
10084,Obstacle Collision,18805.65,-1.278,0,1,0
10085,Success,18808.22,-0.1,0,0,1
10086,Success,18810.49,-0.917,0,0,1
10087,Obstacle Collision,18813.95,-1.389,0,1,0
10088,Obstacle Collision,18814.97,-1.04,0,1,0
10089,Success,18816.62,-0.056,0,0,1
10090,Obstacle Collision,18818.8,-1.367,0,1,0
10091,Obstacle Collision,18820.22,-1.289,0,1,0
10092,Obstacle Collision,18821.62,-0.894,0,1,0
10093,Obstacle Collision,18823.39,-1.306,0,1,0
10094,Success,18824.77,-0.039,0,0,1
10095,Obstacle Collision,18828.35,-1.456,0,1,0
10096,Obstacle Collision,18829.7,-2.144,0,1,0
10097,Obstacle Collision,18833.38,-1.494,0,1,0
10098,Success,18836.58,-2.678,0,0,1
10099,Obstacle Collision,18838.59,-1.339,0,1,0
10100,Obstacle Collision,18840.52,-0.98,0,1,0
10101,Obstacle Collision,18841.43,-1.272,0,1,0
10102,Success,18843.49,-0.089,0,0,1
10103,Success,18846.26,-2.672,0,0,1
10104,Obstacle Collision,18848.26,-0.928,0,1,0
10105,Success,18850.73,-0.083,0,0,1
10106,Obstacle Collision,18851.16,-1.261,0,1,0
10107,Obstacle Collision,18852.39,-1.294,0,1,0
10108,Success,18854.4,-0.1,0,0,1
10109,Success,18856.63,-0.094,0,0,1
10110,Success,18857.87,-0.061,0,0,1
10111,Success,18860.93,-10.361,0,0,1
10112,Success,18861.94,-0.044,0,0,1
10113,Success,18863.81,-0.083,0,0,1
10114,Obstacle Collision,18864.82,-1.283,0,1,0
10115,Success,18866.79,-0.067,0,0,1
10116,Obstacle Collision,18868.0,-1.2,0,1,0
10117,Success,18868.83,-0.889,0,0,1
10118,Obstacle Collision,18870.52,-2.15,0,1,0
10119,Success,18873.5,-0.122,0,0,1
10120,Success,18875.05,-0.056,0,0,1
10121,Agent Collision,18876.92,-10.333,1,0,0
10122,Success,18878.08,-0.044,0,0,1
10123,Obstacle Collision,18879.5,-1.294,0,1,0
10124,Obstacle Collision,18880.39,-1.272,0,1,0
10125,Success,18881.23,-0.033,0,0,1
10126,Success,18885.03,-0.1,0,0,1
10127,Success,18886.77,-0.939,0,0,1
10128,Success,18888.87,-0.061,0,0,1
10129,Success,18890.1,-0.05,0,0,1
10130,Obstacle Collision,18892.78,-2.178,0,1,0
10131,Success,18894.41,-0.061,0,0,1
10132,Success,18897.06,-0.128,0,0,1
10133,Success,18898.37,-0.05,0,0,1
10134,Obstacle Collision,18898.8,-1.261,0,1,0
10135,Obstacle Collision,18900.84,-1.761,0,1,0
10136,Success,18903.69,-0.189,0,0,1
10137,Success,18905.42,-0.067,0,0,1
10138,Success,18907.12,-0.078,0,0,1
10139,Success,18908.7,-0.083,0,0,1
10140,Success,18909.87,-0.05,0,0,1
10141,Obstacle Collision,18911.4,-1.289,0,1,0
10142,Obstacle Collision,18913.1,-1.215,0,1,0
10143,Success,18914.7,-0.078,0,0,1
10144,Obstacle Collision,18917.21,-3.039,0,1,0
10145,Success,18919.11,-0.083,0,0,1
10146,Success,18920.04,-0.033,0,0,1
10147,Obstacle Collision,18920.81,-1.272,0,1,0
10148,Obstacle Collision,18923.48,-1.439,0,1,0
10149,Success,18924.72,-0.039,0,0,1
10150,Obstacle Collision,18925.38,-1.111,0,1,0
10151,Obstacle Collision,18926.68,-1.23,0,1,0
10152,Obstacle Collision,18928.43,-1.367,0,1,0
10153,Obstacle Collision,18930.62,-1.306,0,1,0
10154,Obstacle Collision,18934.81,-1.417,0,1,0
10155,Success,18937.29,-0.078,0,0,1
10156,Success,18938.44,-0.044,0,0,1
10157,Obstacle Collision,18940.97,-0.919,0,1,0
10158,Success,18943.52,-0.083,0,0,1
10159,Obstacle Collision,18945.46,-1.322,0,1,0
10160,Success,18947.36,-0.094,0,0,1
10161,Obstacle Collision,18948.53,-1.247,0,1,0
10162,Success,18950.8,-0.072,0,0,1
10163,Success,18954.44,-0.111,0,0,1
10164,Success,18956.56,-0.111,0,0,1
10165,Success,18958.61,-0.083,0,0,1
10166,Obstacle Collision,18960.17,-1.3,0,1,0
10167,Success,18961.41,-0.039,0,0,1
10168,Obstacle Collision,18963.84,-1.317,0,1,0
10169,Obstacle Collision,18966.48,-1.178,0,1,0
10170,Obstacle Collision,18968.74,-7.339,0,1,0
10171,Success,18971.16,-0.089,0,0,1
10172,Success,18972.78,-0.056,0,0,1
10173,Success,18973.78,-0.039,0,0,1
10174,Success,18975.71,-0.05,0,0,1
10175,Success,18977.01,-0.039,0,0,1
10176,Success,18978.67,-0.056,0,0,1
10177,Success,18981.24,-0.094,0,0,1
10178,Success,18984.63,-2.694,0,0,1
10179,Success,18986.51,-0.067,0,0,1
10180,Success,18988.64,-0.1,0,0,1
10181,Success,18990.42,-0.067,0,0,1
10182,Obstacle Collision,18991.28,-1.272,0,1,0
10183,Obstacle Collision,18993.88,-1.333,0,1,0
10184,Success,18995.5,-0.05,0,0,1
10185,Success,18998.31,-0.094,0,0,1
10186,Success,19000.72,-0.1,0,0,1
10187,Agent Collision,19002.47,-0.922,1,0,0
10188,Obstacle Collision,19004.9,-1.344,0,1,0
10189,Success,19007.26,-0.083,0,0,1
10190,Success,19009.15,-0.078,0,0,1
10191,Obstacle Collision,19010.25,-1.278,0,1,0
10192,Obstacle Collision,19012.57,-1.35,0,1,0
10193,Success,19014.75,-0.933,0,0,1
10194,Success,19015.66,-0.039,0,0,1
10195,Success,19018.01,-4.344,0,0,1
10196,Success,19020.53,-0.089,0,0,1
10197,Obstacle Collision,19025.42,-1.456,0,1,0
10198,Success,19026.92,-0.044,0,0,1
10199,Success,19028.6,-0.056,0,0,1
10200,Success,19031.35,-0.078,0,0,1
10201,Obstacle Collision,19033.12,-1.3,0,1,0
10202,Obstacle Collision,19033.56,-1.261,0,1,0
10203,Success,19034.58,-0.039,0,0,1
10204,Success,19036.13,-0.039,0,0,1
10205,Obstacle Collision,19044.15,-1.784,0,1,0
10206,Success,19046.76,-0.944,0,0,1
10207,Success,19048.97,-0.061,0,0,1
10208,Success,19050.76,-0.072,0,0,1
10209,Success,19053.08,-0.111,0,0,1
10210,Obstacle Collision,19055.61,-1.383,0,1,0
10211,Success,19057.87,-0.083,0,0,1
10212,Obstacle Collision,19058.74,-2.128,0,1,0
10213,Success,19060.21,-0.05,0,0,1
10214,Success,19062.47,-0.072,0,0,1
10215,Obstacle Collision,19063.69,-1.195,0,1,0
10216,Success,19065.65,-0.089,0,0,1
10217,Obstacle Collision,19069.3,-1.467,0,1,0
10218,Obstacle Collision,19072.21,-0.767,0,1,0
10219,Success,19073.7,-0.056,0,0,1
10220,Obstacle Collision,19075.58,-1.328,0,1,0
10221,Obstacle Collision,19077.38,-1.756,0,1,0
10222,Success,19078.87,-0.094,0,0,1
10223,Success,19080.36,-0.083,0,0,1
10224,Success,19081.19,-0.033,0,0,1
10225,Obstacle Collision,19081.99,-1.234,0,1,0
10226,Success,19084.04,-0.144,0,0,1
10227,Success,19084.89,-0.028,0,0,1
10228,Success,19087.49,-0.1,0,0,1
10229,Obstacle Collision,19088.3,-1.272,0,1,0
10230,Success,19091.35,-0.078,0,0,1
10231,Success,19092.28,-0.033,0,0,1
10232,Success,19094.4,-0.089,0,0,1
10233,Success,19095.41,-0.033,0,0,1
10234,Success,19098.22,-0.078,0,0,1
10235,Success,19100.69,-1.794,0,0,1
10236,Success,19102.91,-0.072,0,0,1
10237,Obstacle Collision,19103.36,-1.722,0,1,0
10238,Obstacle Collision,19104.02,-1.267,0,1,0
10239,Success,19105.35,-0.05,0,0,1
10240,Success,19108.67,-1.822,0,0,1
10241,Success,19111.24,-0.078,0,0,1
10242,Agent Collision,19113.64,-1.778,1,0,0
10243,Success,19116.14,-0.083,0,0,1
10244,Obstacle Collision,19117.16,-1.117,0,1,0
10245,Obstacle Collision,19118.35,-3.789,0,1,0
10246,Obstacle Collision,19120.49,-1.411,0,1,0
10247,Obstacle Collision,19122.38,-1.35,0,1,0
10248,Success,19124.09,-0.05,0,0,1
10249,Obstacle Collision,19125.82,-1.317,0,1,0
10250,Success,19127.16,-0.056,0,0,1
10251,Obstacle Collision,19128.35,-1.283,0,1,0
10252,Success,19129.83,-0.044,0,0,1
10253,Success,19131.47,-0.056,0,0,1
10254,Success,19132.4,-0.028,0,0,1
10255,Agent Collision,19133.61,-0.889,1,0,0
10256,Obstacle Collision,19134.64,-1.278,0,1,0
10257,Obstacle Collision,19137.51,-1.411,0,1,0
10258,Obstacle Collision,19138.91,-1.204,0,1,0
10259,Success,19141.1,-0.067,0,0,1
10260,Success,19142.39,-0.039,0,0,1
10261,Success,19145.44,-0.933,0,0,1
10262,Obstacle Collision,19146.37,-1.272,0,1,0
10263,Success,19147.37,-0.033,0,0,1
10264,Success,19149.64,-0.089,0,0,1
10265,Agent Collision,19150.69,-4.306,1,0,0
10266,Success,19152.49,-0.067,0,0,1
10267,Obstacle Collision,19154.41,-1.328,0,1,0
10268,Obstacle Collision,19156.69,-0.947,0,1,0
10269,Success,19158.46,-0.056,0,0,1
10270,Success,19159.53,-0.894,0,0,1
10271,Obstacle Collision,19160.51,-1.153,0,1,0
10272,Success,19162.46,-0.089,0,0,1
10273,Obstacle Collision,19162.9,-1.261,0,1,0
10274,Obstacle Collision,19165.98,-1.806,0,1,0
10275,Obstacle Collision,19167.79,-1.294,0,1,0
10276,Success,19169.41,-0.05,0,0,1
10277,Success,19171.09,-0.05,0,0,1
10278,Obstacle Collision,19172.08,-2.133,0,1,0
10279,Success,19174.09,-0.067,0,0,1
10280,Success,19175.01,-0.044,0,0,1
10281,Obstacle Collision,19177.43,-1.993,0,1,0
10282,Obstacle Collision,19177.84,-1.261,0,1,0
10283,Success,19181.16,-1.011,0,0,1
10284,Obstacle Collision,19182.37,-1.163,0,1,0
10285,Obstacle Collision,19183.15,-1.191,0,1,0
10286,Success,19185.62,-1.778,0,0,1
10287,Obstacle Collision,19187.57,-1.3,0,1,0
10288,Success,19189.53,-0.061,0,0,1
10289,Obstacle Collision,19190.41,-1.267,0,1,0
10290,Success,19193.21,-2.667,0,0,1
10291,Success,19196.4,-0.094,0,0,1
10292,Obstacle Collision,19197.8,-1.294,0,1,0
10293,Obstacle Collision,19200.45,-3.017,0,1,0
10294,Success,19202.16,-0.05,0,0,1
10295,Obstacle Collision,19202.85,-1.267,0,1,0
10296,Success,19205.08,-0.056,0,0,1
10297,Obstacle Collision,19206.14,-1.117,0,1,0
10298,Obstacle Collision,19207.28,-2.953,0,1,0
10299,Success,19208.35,-0.033,0,0,1
10300,Obstacle Collision,19209.54,-1.283,0,1,0
10301,Success,19213.2,-0.156,0,0,1
10302,Obstacle Collision,19214.32,-1.3,0,1,0
10303,Success,19217.06,-0.1,0,0,1
10304,Obstacle Collision,19219.64,-1.361,0,1,0
10305,Success,19221.05,-0.072,0,0,1
10306,Success,19222.29,-0.044,0,0,1
10307,Obstacle Collision,19223.63,-0.933,0,1,0
10308,Success,19225.8,-0.067,0,0,1
10309,Success,19227.19,-0.044,0,0,1
10310,Success,19228.8,-0.044,0,0,1
10311,Obstacle Collision,19229.78,-1.201,0,1,0
10312,Obstacle Collision,19231.49,-1.339,0,1,0
10313,Obstacle Collision,19236.04,-1.472,0,1,0
10314,Success,19238.39,-0.089,0,0,1
10315,Success,19241.18,-0.972,0,0,1
10316,Success,19243.99,-0.083,0,0,1
10317,Obstacle Collision,19244.54,-1.267,0,1,0
10318,Success,19246.54,-0.067,0,0,1
10319,Obstacle Collision,19252.97,-1.761,0,1,0
10320,Success,19253.8,-0.028,0,0,1
10321,Obstacle Collision,19255.7,-1.322,0,1,0
10322,Obstacle Collision,19257.41,-0.878,0,1,0
10323,Success,19258.96,-0.05,0,0,1
10324,Success,19261.05,-0.067,0,0,1
10325,Success,19263.47,-0.061,0,0,1
10326,Obstacle Collision,19264.35,-2.086,0,1,0
10327,Success,19267.61,-2.7,0,0,1
10328,Success,19269.66,-0.072,0,0,1
10329,Obstacle Collision,19271.01,-1.242,0,1,0
10330,Obstacle Collision,19272.4,-1.283,0,1,0
10331,Obstacle Collision,19273.74,-1.289,0,1,0
10332,Success,19275.62,-0.106,0,0,1
10333,Obstacle Collision,19276.56,-1.045,0,1,0
10334,Success,19277.71,-0.05,0,0,1
10335,Obstacle Collision,19279.19,-1.311,0,1,0
10336,Success,19281.32,-0.083,0,0,1
10337,Obstacle Collision,19282.85,-1.248,0,1,0
10338,Success,19285.94,-0.122,0,0,1
10339,Obstacle Collision,19288.22,-2.2,0,1,0
10340,Obstacle Collision,19289.08,-1.272,0,1,0
10341,Obstacle Collision,19290.89,-1.139,0,1,0
10342,Success,19292.75,-0.061,0,0,1
10343,Obstacle Collision,19293.59,-1.225,0,1,0
10344,Obstacle Collision,19295.33,-1.35,0,1,0
10345,Obstacle Collision,19296.01,-1.267,0,1,0
10346,Success,19298.41,-0.072,0,0,1
10347,Success,19299.64,-0.033,0,0,1
10348,Obstacle Collision,19302.4,-1.389,0,1,0
10349,Success,19304.79,-0.1,0,0,1
10350,Obstacle Collision,19306.47,-1.3,0,1,0
10351,Success,19308.42,-0.072,0,0,1
10352,Obstacle Collision,19309.46,-1.237,0,1,0
10353,Success,19311.17,-0.061,0,0,1
10354,Obstacle Collision,19315.11,-1.533,0,1,0
10355,Success,19316.83,-0.05,0,0,1
10356,Obstacle Collision,19318.19,-1.306,0,1,0
10357,Success,19319.76,-0.061,0,0,1
10358,Success,19321.56,-0.05,0,0,1
10359,Obstacle Collision,19324.63,-1.333,0,1,0
10360,Obstacle Collision,19325.6,-2.966,0,1,0
10361,Obstacle Collision,19328.85,-6.15,0,1,0
10362,Success,19330.95,-0.078,0,0,1
10363,Success,19332.42,-0.05,0,0,1
10364,Success,19334.68,-0.067,0,0,1
10365,Obstacle Collision,19335.6,-1.3,0,1,0
10366,Success,19337.23,-0.061,0,0,1
10367,Obstacle Collision,19338.69,-1.141,0,1,0
10368,Success,19339.85,-0.044,0,0,1
10369,Obstacle Collision,19340.75,-1.272,0,1,0
10370,Obstacle Collision,19341.87,-1.278,0,1,0
10371,Success,19343.04,-0.033,0,0,1
10372,Success,19345.39,-0.067,0,0,1
10373,Success,19348.74,-0.106,0,0,1
10374,Obstacle Collision,19355.24,-1.655,0,1,0
10375,Success,19356.17,-0.044,0,0,1
10376,Success,19359.16,-0.089,0,0,1
10377,Success,19361.31,-1.789,0,0,1
10378,Success,19363.49,-0.072,0,0,1
10379,Success,19365.99,-1.794,0,0,1
10380,Success,19367.38,-0.044,0,0,1
10381,Success,19368.53,-0.039,0,0,1
10382,Success,19369.53,-0.039,0,0,1
10383,Success,19370.93,-0.056,0,0,1
10384,Obstacle Collision,19376.86,-1.489,0,1,0
10385,Obstacle Collision,19379.13,-1.311,0,1,0
10386,Success,19380.6,-0.083,0,0,1
10387,Success,19382.25,-0.061,0,0,1
10388,Obstacle Collision,19384.04,-1.317,0,1,0
10389,Success,19387.21,-0.094,0,0,1
10390,Success,19388.47,-0.067,0,0,1
10391,Success,19389.47,-0.033,0,0,1
10392,Success,19391.53,-0.056,0,0,1
10393,Success,19396.11,-1.871,0,0,1
10394,Success,19398.01,-0.106,0,0,1
10395,Success,19399.28,-0.067,0,0,1
10396,Success,19401.38,-0.078,0,0,1
10397,Success,19403.53,-0.111,0,0,1
10398,Obstacle Collision,19404.8,-1.225,0,1,0
10399,Obstacle Collision,19407.7,-1.444,0,1,0
10400,Success,19410.04,-0.089,0,0,1
10401,Obstacle Collision,19410.99,-1.3,0,1,0
10402,Success,19412.64,-0.061,0,0,1
10403,Obstacle Collision,19413.93,-1.217,0,1,0
10404,Success,19415.63,-0.056,0,0,1
10405,Success,19416.77,-0.039,0,0,1
10406,Success,19419.59,-0.128,0,0,1
10407,Success,19421.35,-0.061,0,0,1
10408,Obstacle Collision,19423.56,-1.116,0,1,0
10409,Success,19424.97,-0.9,0,0,1
10410,Obstacle Collision,19425.66,-1.267,0,1,0
10411,Obstacle Collision,19427.6,-1.317,0,1,0
10412,Success,19430.53,-0.089,0,0,1
