episode,status,runtime,reward,collisions_agent,collisions_obs,success
618,Obstacle Collision,1114.64,-1.299,0,1,0
619,Success,1117.78,-0.133,0,0,1
620,Obstacle Collision,1118.23,-1.261,0,1,0
621,Success,1119.78,-0.05,0,0,1
622,Obstacle Collision,1123.01,-4.383,0,1,0
623,Obstacle Collision,1123.58,-1.046,0,1,0
624,Success,1125.97,-0.928,0,0,1
625,Success,1128.64,-0.089,0,0,1
626,Success,1130.2,-0.083,0,0,1
627,Obstacle Collision,1130.85,-1.267,0,1,0
628,Success,1132.86,-0.083,0,0,1
629,Obstacle Collision,1134.22,-1.283,0,1,0
630,Success,1135.41,-0.05,0,0,1
631,Obstacle Collision,1136.21,-1.278,0,1,0
632,Success,1138.09,-0.056,0,0,1
633,Success,1139.18,-0.05,0,0,1
634,Obstacle Collision,1139.95,-0.94,0,1,0
635,Obstacle Collision,1140.63,-1.267,0,1,0
636,Obstacle Collision,1141.27,-1.159,0,1,0
637,Success,1142.2,-0.039,0,0,1
638,Obstacle Collision,1143.69,-1.339,0,1,0
639,Obstacle Collision,1147.51,-1.439,0,1,0
640,Success,1149.85,-1.8,0,0,1
641,Success,1151.33,-0.906,0,0,1
642,Success,1153.9,-0.083,0,0,1
643,Success,1155.69,-0.061,0,0,1
644,Success,1157.94,-0.922,0,0,1
645,Obstacle Collision,1158.59,-0.828,0,1,0
646,Success,1159.9,-0.044,0,0,1
647,Success,1162.36,-0.1,0,0,1
648,Success,1163.58,-0.044,0,0,1
649,Success,1165.19,-0.072,0,0,1
650,Success,1166.73,-0.061,0,0,1
651,Success,1168.58,-0.1,0,0,1
652,Obstacle Collision,1170.66,-1.311,0,1,0
653,Success,1172.18,-0.056,0,0,1
654,Success,1173.47,-0.044,0,0,1
655,Success,1175.83,-0.067,0,0,1
656,Success,1176.91,-0.039,0,0,1
657,Success,1179.75,-0.094,0,0,1
658,Success,1181.13,-0.044,0,0,1
659,Obstacle Collision,1182.21,-1.283,0,1,0
660,Agent Collision,1183.79,-5.172,1,0,0
661,Obstacle Collision,1184.72,-1.278,0,1,0
662,Obstacle Collision,1185.87,-1.3,0,1,0
663,Obstacle Collision,1188.35,-0.531,0,1,0
664,Obstacle Collision,1190.16,-1.333,0,1,0
665,Success,1191.66,-0.083,0,0,1
666,Obstacle Collision,1192.52,-1.272,0,1,0
667,Success,1195.81,-0.983,0,0,1
668,Agent Collision,1197.36,-0.9,1,0,0
669,Success,1198.59,-0.044,0,0,1
670,Success,1199.92,-0.044,0,0,1
671,Timeout,1207.58,-0.6,0,0,0
672,Success,1209.13,-0.056,0,0,1
673,Success,1210.13,-0.033,0,0,1
674,Success,1212.19,-0.078,0,0,1
675,Success,1214.63,-0.083,0,0,1
676,Success,1216.9,-0.061,0,0,1
677,Success,1218.79,-0.067,0,0,1
678,Success,1221.4,-0.1,0,0,1
679,Obstacle Collision,1222.0,-1.156,0,1,0
680,Success,1223.49,-2.611,0,0,1
681,Success,1224.57,-0.039,0,0,1
682,Success,1227.0,-0.089,0,0,1
683,Obstacle Collision,1227.87,-2.982,0,1,0
684,Obstacle Collision,1229.91,-1.317,0,1,0
685,Obstacle Collision,1231.99,-1.083,0,1,0
686,Obstacle Collision,1233.15,-1.083,0,1,0
687,Success,1235.18,-0.072,0,0,1
688,Obstacle Collision,1237.36,-1.069,0,1,0
689,Success,1239.23,-0.067,0,0,1
690,Success,1240.06,-0.028,0,0,1
691,Success,1241.36,-0.033,0,0,1
692,Success,1244.78,-0.1,0,0,1
693,Success,1246.16,-0.044,0,0,1
694,Success,1248.49,-2.628,0,0,1
695,Success,1250.07,-0.056,0,0,1
696,Obstacle Collision,1250.47,-1.261,0,1,0
697,Obstacle Collision,1255.83,-1.589,0,1,0
698,Success,1258.27,-0.089,0,0,1
699,Agent Collision,1259.14,-3.444,1,0,0
700,Success,1260.86,-0.083,0,0,1
701,Obstacle Collision,1261.3,-1.261,0,1,0
702,Obstacle Collision,1262.49,-1.744,0,1,0
703,Obstacle Collision,1264.05,-2.061,0,1,0
704,Success,1265.7,-0.061,0,0,1
705,Obstacle Collision,1266.38,-1.267,0,1,0
706,Obstacle Collision,1267.04,-1.267,0,1,0
707,Success,1269.37,-0.094,0,0,1
708,Success,1270.21,-0.033,0,0,1
709,Success,1272.63,-0.083,0,0,1
710,Success,1273.7,-0.039,0,0,1
711,Obstacle Collision,1275.27,-1.201,0,1,0
712,Success,1278.71,-0.094,0,0,1
713,Success,1281.98,-0.094,0,0,1
714,Success,1283.86,-0.078,0,0,1
715,Obstacle Collision,1284.85,-1.278,0,1,0
716,Obstacle Collision,1285.68,-1.161,0,1,0
717,Success,1287.78,-0.061,0,0,1
718,Success,1290.56,-0.089,0,0,1
719,Obstacle Collision,1291.13,-2.122,0,1,0
720,Success,1292.22,-0.044,0,0,1
721,Success,1293.45,-0.039,0,0,1
722,Agent Collision,1297.41,-8.561,1,0,0
723,Success,1298.82,-0.056,0,0,1
724,Success,1301.44,-0.133,0,0,1
725,Obstacle Collision,1302.12,-1.267,0,1,0
726,Obstacle Collision,1303.98,-1.294,0,1,0
727,Success,1305.38,-0.917,0,0,1
728,Obstacle Collision,1307.83,-3.872,0,1,0
729,Obstacle Collision,1309.12,-1.067,0,1,0
730,Obstacle Collision,1312.48,-1.5,0,1,0
731,Success,1313.8,-0.9,0,0,1
732,Obstacle Collision,1314.48,-1.267,0,1,0
733,Success,1316.65,-0.933,0,0,1
734,Success,1319.27,-0.067,0,0,1
735,Success,1322.1,-0.083,0,0,1
736,Success,1323.95,-0.094,0,0,1
737,Success,1326.57,-0.111,0,0,1
738,Obstacle Collision,1327.67,-1.172,0,1,0
739,Success,1329.33,-0.056,0,0,1
740,Obstacle Collision,1330.43,-1.278,0,1,0
741,Success,1332.55,-0.933,0,0,1
742,Success,1335.21,-0.106,0,0,1
743,Obstacle Collision,1337.38,-2.178,0,1,0
744,Obstacle Collision,1338.49,-1.739,0,1,0
745,Obstacle Collision,1339.38,-1.272,0,1,0
746,Success,1340.86,-0.067,0,0,1
747,Success,1342.85,-0.089,0,0,1
748,Success,1344.35,-0.061,0,0,1
749,Obstacle Collision,1345.34,-1.224,0,1,0
750,Success,1347.08,-0.044,0,0,1
751,Obstacle Collision,1348.25,-1.061,0,1,0
752,Success,1349.67,-0.05,0,0,1
753,Success,1351.65,-0.078,0,0,1
754,Success,1353.82,-0.083,0,0,1
755,Success,1355.58,-0.094,0,0,1
756,Success,1357.43,-0.05,0,0,1
757,Obstacle Collision,1357.87,-1.283,0,1,0
758,Obstacle Collision,1358.77,-1.272,0,1,0
759,Success,1360.24,-0.056,0,0,1
760,Obstacle Collision,1362.23,-0.905,0,1,0
761,Success,1364.43,-0.128,0,0,1
762,Obstacle Collision,1365.82,-1.178,0,1,0
763,Success,1367.45,-0.056,0,0,1
764,Obstacle Collision,1368.56,-1.278,0,1,0
765,Obstacle Collision,1370.39,-1.294,0,1,0
766,Obstacle Collision,1372.29,-1.306,0,1,0
767,Success,1375.44,-0.094,0,0,1
768,Success,1378.35,-0.106,0,0,1
769,Success,1379.57,-0.039,0,0,1
770,Success,1381.48,-0.083,0,0,1
771,Success,1384.35,-0.089,0,0,1
772,Success,1386.46,-0.056,0,0,1
773,Obstacle Collision,1388.98,-1.836,0,1,0
774,Success,1390.46,-0.056,0,0,1
775,Obstacle Collision,1390.9,-1.261,0,1,0
776,Success,1392.53,-0.061,0,0,1
777,Obstacle Collision,1394.66,-1.333,0,1,0
778,Success,1395.91,-0.039,0,0,1
779,Success,1397.78,-0.089,0,0,1
780,Obstacle Collision,1399.26,-1.289,0,1,0
781,Success,1400.95,-0.056,0,0,1
782,Success,1402.82,-0.067,0,0,1
783,Success,1405.35,-0.094,0,0,1
784,Success,1407.45,-0.072,0,0,1
785,Success,1409.32,-0.05,0,0,1
786,Success,1411.19,-0.078,0,0,1
787,Success,1413.64,-0.094,0,0,1
788,Obstacle Collision,1417.23,-1.444,0,1,0
789,Success,1419.45,-0.089,0,0,1
790,Obstacle Collision,1420.33,-1.05,0,1,0
791,Success,1421.91,-0.067,0,0,1
792,Success,1423.46,-0.044,0,0,1
793,Success,1426.09,-0.072,0,0,1
794,Success,1428.22,-0.083,0,0,1
795,Success,1431.48,-0.089,0,0,1
796,Success,1432.95,-0.056,0,0,1
797,Success,1435.44,-2.65,0,0,1
798,Success,1436.98,-0.044,0,0,1
799,Success,1438.53,-0.05,0,0,1
800,Obstacle Collision,1439.46,-0.944,0,1,0
801,Obstacle Collision,1441.28,-1.2,0,1,0
802,Obstacle Collision,1442.6,-2.6,0,1,0
803,Obstacle Collision,1443.28,-1.267,0,1,0
804,Obstacle Collision,1443.98,-1.267,0,1,0
805,Success,1445.37,-0.039,0,0,1
806,Obstacle Collision,1448.12,-2.183,0,1,0
807,Success,1449.75,-0.05,0,0,1
808,Success,1451.22,-0.056,0,0,1
809,Success,1452.94,-0.078,0,0,1
810,Success,1454.18,-2.617,0,0,1
811,Success,1456.97,-0.083,0,0,1
812,Success,1457.8,-0.028,0,0,1
813,Success,1460.6,-0.078,0,0,1
814,Obstacle Collision,1461.22,-1.155,0,1,0
815,Success,1463.94,-0.089,0,0,1
816,Success,1465.26,-0.044,0,0,1
817,Obstacle Collision,1468.44,-1.394,0,1,0
818,Success,1470.33,-0.067,0,0,1
819,Success,1472.39,-0.067,0,0,1
820,Obstacle Collision,1473.37,-0.729,0,1,0
821,Success,1475.67,-0.95,0,0,1
822,Obstacle Collision,1476.59,-0.855,0,1,0
823,Success,1478.86,-0.072,0,0,1
824,Obstacle Collision,1480.7,-1.3,0,1,0
825,Agent Collision,1483.09,-3.489,1,0,0
826,Success,1484.89,-0.056,0,0,1
827,Success,1487.02,-1.806,0,0,1
828,Success,1490.1,-6.861,0,0,1
829,Success,1491.51,-0.061,0,0,1
830,Success,1493.21,-0.05,0,0,1
831,Success,1494.92,-0.05,0,0,1
832,Success,1496.96,-0.072,0,0,1
833,Success,1498.93,-0.089,0,0,1
834,Obstacle Collision,1500.75,-1.294,0,1,0
835,Success,1501.74,-0.039,0,0,1
836,Success,1503.47,-0.044,0,0,1
837,Success,1506.62,-0.144,0,0,1
838,Success,1509.81,-0.139,0,0,1
839,Success,1514.12,-1.833,0,0,1
840,Obstacle Collision,1516.36,-1.317,0,1,0
841,Obstacle Collision,1518.65,-1.322,0,1,0
842,Success,1520.29,-1.8,0,0,1
843,Success,1522.31,-0.922,0,0,1
844,Obstacle Collision,1523.27,-2.133,0,1,0
845,Success,1524.74,-0.067,0,0,1
846,Success,1526.38,-1.811,0,0,1
847,Success,1527.79,-0.911,0,0,1
848,Success,1529.34,-0.067,0,0,1
849,Success,1530.28,-0.033,0,0,1
850,Obstacle Collision,1530.72,-1.722,0,1,0
851,Obstacle Collision,1534.0,-1.444,0,1,0
852,Agent Collision,1535.81,-7.75,1,0,0
853,Success,1536.17,-0.011,0,0,1
854,Success,1537.17,-0.033,0,0,1
855,Obstacle Collision,1538.27,-1.294,0,1,0
856,Success,1541.56,-0.106,0,0,1
857,Success,1542.87,-0.039,0,0,1
858,Success,1544.99,-0.1,0,0,1
859,Success,1546.86,-0.067,0,0,1
860,Obstacle Collision,1548.54,-1.948,0,1,0
861,Obstacle Collision,1549.72,-0.529,0,1,0
862,Success,1552.87,-0.1,0,0,1
863,Success,1555.67,-0.928,0,0,1
864,Obstacle Collision,1556.89,-0.844,0,1,0
865,Success,1558.69,-0.067,0,0,1
866,Obstacle Collision,1560.1,-1.178,0,1,0
867,Success,1561.52,-0.05,0,0,1
868,Success,1562.61,-0.044,0,0,1
869,Obstacle Collision,1564.06,-1.311,0,1,0
870,Success,1565.38,-0.05,0,0,1
871,Success,1567.51,-0.078,0,0,1
872,Success,1570.03,-0.089,0,0,1
873,Success,1572.17,-0.078,0,0,1
874,Obstacle Collision,1572.8,-1.18,0,1,0
875,Obstacle Collision,1573.44,-1.267,0,1,0
876,Obstacle Collision,1574.06,-1.156,0,1,0
877,Success,1575.95,-0.094,0,0,1
878,Success,1578.14,-1.783,0,0,1
879,Success,1579.61,-0.044,0,0,1
880,Success,1580.76,-0.039,0,0,1
881,Success,1583.08,-0.061,0,0,1
882,Success,1585.11,-0.061,0,0,1
883,Success,1587.22,-0.061,0,0,1
884,Obstacle Collision,1588.55,-1.178,0,1,0
885,Obstacle Collision,1590.82,-1.328,0,1,0
886,Obstacle Collision,1591.35,-1.158,0,1,0
887,Success,1593.12,-0.094,0,0,1
888,Obstacle Collision,1595.52,-1.249,0,1,0
889,Success,1597.1,-0.072,0,0,1
890,Success,1599.07,-3.511,0,0,1
891,Success,1600.55,-0.05,0,0,1
892,Success,1602.72,-0.078,0,0,1
893,Success,1606.98,-0.929,0,0,1
894,Obstacle Collision,1607.41,-1.15,0,1,0
895,Success,1609.04,-0.056,0,0,1
896,Obstacle Collision,1611.22,-1.322,0,1,0
897,Success,1612.95,-0.072,0,0,1
898,Success,1614.28,-0.044,0,0,1
899,Obstacle Collision,1614.97,-1.061,0,1,0
900,Success,1617.46,-0.922,0,0,1
901,Success,1619.17,-0.056,0,0,1
902,Success,1620.88,-0.067,0,0,1
903,Success,1624.58,-3.528,0,0,1
904,Obstacle Collision,1626.32,-1.317,0,1,0
905,Success,1627.72,-0.039,0,0,1
906,Success,1629.19,-0.039,0,0,1
907,Success,1631.64,-0.094,0,0,1
908,Success,1632.97,-0.061,0,0,1
909,Obstacle Collision,1634.1,-1.278,0,1,0
910,Success,1636.16,-0.083,0,0,1
911,Obstacle Collision,1637.18,-1.289,0,1,0
912,Success,1638.99,-0.061,0,0,1
913,Success,1642.0,-0.956,0,0,1
914,Obstacle Collision,1643.05,-0.945,0,1,0
915,Success,1643.83,-0.033,0,0,1
916,Obstacle Collision,1646.25,-1.206,0,1,0
917,Success,1647.34,-0.05,0,0,1
918,Obstacle Collision,1648.63,-1.062,0,1,0
919,Success,1650.35,-0.056,0,0,1
920,Obstacle Collision,1651.6,-1.283,0,1,0
921,Obstacle Collision,1652.51,-1.278,0,1,0
922,Obstacle Collision,1652.95,-1.261,0,1,0
923,Success,1655.03,-0.078,0,0,1
924,Obstacle Collision,1655.58,-1.267,0,1,0
925,Success,1657.62,-0.078,0,0,1
926,Success,1659.71,-0.083,0,0,1
927,Success,1662.22,-0.078,0,0,1
928,Success,1664.18,-0.061,0,0,1
929,Agent Collision,1665.3,-5.167,1,0,0
930,Obstacle Collision,1665.84,-1.044,0,1,0
931,Success,1667.94,-0.067,0,0,1
932,Success,1671.19,-0.1,0,0,1
933,Obstacle Collision,1671.92,-1.051,0,1,0
934,Obstacle Collision,1674.67,-1.828,0,1,0
935,Obstacle Collision,1676.01,-1.289,0,1,0
936,Success,1677.65,-0.056,0,0,1
937,Success,1678.17,-0.022,0,0,1
938,Success,1679.9,-0.056,0,0,1
939,Success,1680.81,-0.033,0,0,1
940,Success,1683.44,-1.783,0,0,1
941,Success,1686.3,-0.1,0,0,1
942,Success,1687.85,-0.05,0,0,1
943,Obstacle Collision,1689.19,-0.844,0,1,0
944,Obstacle Collision,1689.95,-0.98,0,1,0
945,Success,1691.69,-1.789,0,0,1
946,Obstacle Collision,1693.74,-1.09,0,1,0
947,Success,1695.0,-0.056,0,0,1
948,Obstacle Collision,1696.38,-1.283,0,1,0
949,Obstacle Collision,1698.19,-1.3,0,1,0
950,Success,1698.94,-0.028,0,0,1
951,Success,1700.34,-0.044,0,0,1
952,Obstacle Collision,1702.41,-1.322,0,1,0
953,Obstacle Collision,1704.47,-2.817,0,1,0
954,Obstacle Collision,1705.33,-1.289,0,1,0
955,Success,1705.92,-0.017,0,0,1
956,Success,1709.63,-3.533,0,0,1
957,Obstacle Collision,1710.68,-1.817,0,1,0
958,Success,1712.68,-0.083,0,0,1
959,Timeout,1721.62,-0.6,0,0,0
960,Obstacle Collision,1722.54,-1.272,0,1,0
961,Success,1724.17,-0.044,0,0,1
962,Timeout,1731.29,-0.6,0,0,0
963,Success,1734.27,-0.089,0,0,1
964,Obstacle Collision,1735.84,-1.289,0,1,0
965,Success,1737.38,-0.039,0,0,1
966,Obstacle Collision,1738.88,-1.3,0,1,0
967,Obstacle Collision,1740.34,-1.203,0,1,0
968,Obstacle Collision,1742.26,-3.05,0,1,0
969,Obstacle Collision,1743.41,-1.294,0,1,0
970,Obstacle Collision,1745.73,-1.35,0,1,0
971,Obstacle Collision,1750.06,-1.517,0,1,0
972,Obstacle Collision,1751.39,-1.283,0,1,0
973,Success,1752.31,-0.039,0,0,1
974,Obstacle Collision,1756.62,-1.5,0,1,0
975,Success,1757.63,-0.05,0,0,1
976,Success,1759.51,-0.061,0,0,1
977,Obstacle Collision,1761.01,-1.311,0,1,0
978,Obstacle Collision,1762.8,-1.322,0,1,0
979,Success,1765.16,-0.094,0,0,1
980,Obstacle Collision,1767.62,-1.317,0,1,0
981,Obstacle Collision,1770.12,-1.317,0,1,0
982,Obstacle Collision,1770.78,-1.159,0,1,0
983,Obstacle Collision,1771.22,-1.261,0,1,0
984,Success,1772.46,-0.044,0,0,1
985,Success,1774.25,-0.056,0,0,1
986,Obstacle Collision,1776.79,-1.311,0,1,0
987,Success,1778.05,-0.061,0,0,1
988,Obstacle Collision,1780.59,-1.406,0,1,0
989,Success,1782.16,-0.056,0,0,1
990,Success,1783.94,-0.067,0,0,1
991,Success,1785.69,-0.067,0,0,1
992,Obstacle Collision,1788.24,-1.361,0,1,0
993,Success,1790.3,-0.061,0,0,1
994,Success,1791.23,-0.033,0,0,1
995,Success,1793.72,-0.089,0,0,1
996,Success,1795.49,-0.05,0,0,1
997,Obstacle Collision,1796.28,-1.05,0,1,0
998,Success,1797.67,-0.044,0,0,1
999,Obstacle Collision,1798.78,-1.278,0,1,0
1000,Success,1801.09,-0.933,0,0,1
1001,Success,1802.28,-0.039,0,0,1
1002,Obstacle Collision,1804.01,-2.611,0,1,0
1003,Obstacle Collision,1804.47,-1.261,0,1,0
1004,Agent Collision,1807.06,-1.806,1,0,0
1005,Success,1809.46,-0.083,0,0,1
1006,Obstacle Collision,1810.18,-0.946,0,1,0
1007,Obstacle Collision,1811.02,-1.166,0,1,0
1008,Success,1812.35,-0.044,0,0,1
1009,Success,1814.2,-0.072,0,0,1
1010,Obstacle Collision,1816.05,-1.117,0,1,0
1011,Agent Collision,1818.16,-3.489,1,0,0
1012,Obstacle Collision,1820.97,-8.075,0,1,0
1013,Success,1821.8,-0.028,0,0,1
1014,Success,1823.84,-0.089,0,0,1
1015,Obstacle Collision,1824.55,-0.939,0,1,0
1016,Timeout,1832.59,-0.6,0,0,0
1017,Success,1834.74,-0.078,0,0,1
1018,Obstacle Collision,1836.15,-1.3,0,1,0
1019,Success,1838.11,-0.089,0,0,1
1020,Obstacle Collision,1838.69,-1.207,0,1,0
1021,Success,1841.92,-5.178,0,0,1
1022,Obstacle Collision,1842.56,-2.122,0,1,0
1023,Obstacle Collision,1844.02,-0.806,0,1,0
1024,Success,1845.56,-0.05,0,0,1
1025,Success,1847.59,-0.078,0,0,1
1026,Success,1848.75,-0.044,0,0,1
1027,Success,1850.88,-0.072,0,0,1
1028,Success,1853.05,-0.094,0,0,1
1029,Success,1855.44,-1.8,0,0,1
1030,Obstacle Collision,1857.48,-1.172,0,1,0
1031,Success,1860.19,-0.083,0,0,1
1032,Success,1861.66,-0.067,0,0,1
1033,Success,1863.45,-0.061,0,0,1
1034,Success,1866.3,-0.106,0,0,1
1035,Success,1868.15,-0.072,0,0,1
1036,Obstacle Collision,1870.49,-1.372,0,1,0
1037,Obstacle Collision,1871.15,-1.267,0,1,0
1038,Obstacle Collision,1872.29,-1.283,0,1,0
1039,Success,1876.29,-0.161,0,0,1
1040,Success,1877.71,-0.061,0,0,1
1041,Success,1879.7,-0.094,0,0,1
1042,Success,1882.17,-2.65,0,0,1
1043,Obstacle Collision,1883.87,-1.294,0,1,0
1044,Obstacle Collision,1885.27,-1.3,0,1,0
1045,Success,1886.76,-0.05,0,0,1
1046,Success,1888.13,-0.044,0,0,1
1047,Obstacle Collision,1888.73,-1.225,0,1,0
1048,Obstacle Collision,1890.23,-1.339,0,1,0
1049,Success,1892.27,-0.1,0,0,1
1050,Success,1894.12,-0.072,0,0,1
1051,Success,1895.15,-0.056,0,0,1
1052,Success,1896.81,-0.083,0,0,1
1053,Success,1898.74,-0.056,0,0,1
1054,Success,1902.28,-0.106,0,0,1
1055,Success,1904.23,-0.05,0,0,1
1056,Success,1906.02,-0.061,0,0,1
1057,Agent Collision,1906.66,-2.583,1,0,0
1058,Success,1908.53,-0.061,0,0,1
1059,Obstacle Collision,1909.5,-1.139,0,1,0
1060,Obstacle Collision,1910.78,-0.972,0,1,0
1061,Obstacle Collision,1911.85,-1.194,0,1,0
1062,Success,1915.08,-0.089,0,0,1
1063,Obstacle Collision,1918.22,-1.08,0,1,0
1064,Success,1919.47,-0.044,0,0,1
1065,Obstacle Collision,1921.38,-1.217,0,1,0
1066,Obstacle Collision,1921.81,-1.261,0,1,0
1067,Obstacle Collision,1922.48,-1.289,0,1,0
1068,Success,1925.63,-0.1,0,0,1
1069,Obstacle Collision,1926.93,-2.144,0,1,0
1070,Success,1928.72,-0.05,0,0,1
1071,Success,1929.82,-0.05,0,0,1
1072,Success,1931.73,-0.083,0,0,1
1073,Success,1933.58,-0.061,0,0,1
1074,Success,1934.75,-0.039,0,0,1
1075,Obstacle Collision,1937.06,-1.186,0,1,0
1076,Success,1938.72,-0.072,0,0,1
1077,Success,1941.95,-0.117,0,0,1
1078,Success,1945.27,-0.1,0,0,1
1079,Success,1947.87,-0.106,0,0,1
1080,Obstacle Collision,1949.15,-1.294,0,1,0
1081,Success,1951.98,-0.083,0,0,1
1082,Obstacle Collision,1952.91,-1.188,0,1,0
1083,Success,1955.67,-0.089,0,0,1
1084,Success,1957.21,-0.056,0,0,1
1085,Success,1958.2,-0.039,0,0,1
1086,Success,1959.85,-0.067,0,0,1
1087,Obstacle Collision,1960.76,-1.272,0,1,0
1088,Success,1962.4,-0.067,0,0,1
1089,Success,1964.17,-0.056,0,0,1
1090,Success,1966.58,-0.083,0,0,1
1091,Success,1968.52,-0.067,0,0,1
1092,Obstacle Collision,1969.37,-1.234,0,1,0
1093,Success,1971.38,-0.056,0,0,1
1094,Success,1972.62,-0.044,0,0,1
1095,Obstacle Collision,1973.45,-1.272,0,1,0
1096,Obstacle Collision,1973.89,-1.261,0,1,0
1097,Obstacle Collision,1975.29,-1.283,0,1,0
1098,Success,1977.54,-0.067,0,0,1
1099,Success,1979.45,-0.094,0,0,1
1100,Obstacle Collision,1980.82,-1.283,0,1,0
1101,Success,1982.41,-0.067,0,0,1
1102,Success,1984.81,-0.094,0,0,1
1103,Obstacle Collision,1985.58,-1.272,0,1,0
1104,Obstacle Collision,1987.95,-0.848,0,1,0
1105,Success,1990.33,-0.072,0,0,1
1106,Obstacle Collision,1991.5,-1.123,0,1,0
1107,Success,1994.02,-2.667,0,0,1
1108,Success,1995.81,-0.078,0,0,1
1109,Obstacle Collision,1996.72,-1.272,0,1,0
1110,Obstacle Collision,1998.35,-1.253,0,1,0
1111,Obstacle Collision,2000.7,-1.394,0,1,0
1112,Obstacle Collision,2003.35,-1.383,0,1,0
1113,Success,2005.88,-0.072,0,0,1
1114,Obstacle Collision,2009.08,-1.45,0,1,0
1115,Success,2010.93,-0.911,0,0,1
1116,Obstacle Collision,2012.04,-1.306,0,1,0
1117,Success,2013.28,-0.039,0,0,1
1118,Obstacle Collision,2014.76,-1.206,0,1,0
1119,Obstacle Collision,2016.33,-1.3,0,1,0
1120,Success,2017.26,-0.028,0,0,1
1121,Success,2020.31,-0.094,0,0,1
1122,Success,2022.97,-0.161,0,0,1
1123,Success,2024.97,-0.067,0,0,1
1124,Success,2026.36,-0.056,0,0,1
1125,Obstacle Collision,2028.04,-1.174,0,1,0
1126,Success,2029.74,-0.067,0,0,1
1127,Success,2031.46,-0.083,0,0,1
1128,Success,2033.18,-0.9,0,0,1
1129,Obstacle Collision,2033.61,-1.261,0,1,0
1130,Success,2036.13,-0.1,0,0,1
1131,Obstacle Collision,2038.22,-1.3,0,1,0
1132,Success,2039.78,-0.061,0,0,1
1133,Success,2041.26,-0.061,0,0,1
1134,Obstacle Collision,2043.15,-1.058,0,1,0
1135,Obstacle Collision,2045.03,-1.328,0,1,0
1136,Success,2046.89,-0.056,0,0,1
1137,Success,2049.13,-0.083,0,0,1
1138,Success,2051.71,-2.661,0,0,1
1139,Obstacle Collision,2055.32,-1.456,0,1,0
1140,Success,2057.88,-0.1,0,0,1
1141,Success,2059.51,-0.056,0,0,1
1142,Success,2062.47,-0.089,0,0,1
1143,Obstacle Collision,2062.9,-1.261,0,1,0
1144,Success,2065.26,-0.111,0,0,1
1145,Success,2066.91,-0.067,0,0,1
1146,Obstacle Collision,2068.28,-1.255,0,1,0
1147,Success,2070.01,-0.072,0,0,1
1148,Success,2072.2,-0.072,0,0,1
1149,Obstacle Collision,2073.07,-1.272,0,1,0
1150,Obstacle Collision,2074.3,-0.894,0,1,0
1151,Success,2077.06,-0.106,0,0,1
1152,Obstacle Collision,2078.92,-1.272,0,1,0
1153,Obstacle Collision,2079.66,-1.082,0,1,0
1154,Obstacle Collision,2081.1,-1.306,0,1,0
1155,Success,2082.93,-0.05,0,0,1
1156,Success,2084.55,-0.05,0,0,1
1157,Obstacle Collision,2087.21,-1.483,0,1,0
1158,Success,2090.15,-0.122,0,0,1
1159,Obstacle Collision,2092.55,-1.333,0,1,0
1160,Success,2093.73,-0.05,0,0,1
1161,Obstacle Collision,2095.18,-1.3,0,1,0
1162,Success,2098.13,-0.117,0,0,1
1163,Obstacle Collision,2098.79,-1.267,0,1,0
1164,Success,2100.71,-0.078,0,0,1
1165,Obstacle Collision,2104.09,-2.811,0,1,0
1166,Obstacle Collision,2104.76,-1.289,0,1,0
1167,Obstacle Collision,2105.18,-1.261,0,1,0
1168,Obstacle Collision,2106.26,-0.93,0,1,0
1169,Success,2108.36,-0.922,0,0,1
1170,Obstacle Collision,2109.25,-1.246,0,1,0
1171,Success,2110.49,-0.039,0,0,1
1172,Success,2112.58,-0.067,0,0,1
1173,Success,2113.72,-0.033,0,0,1
1174,Success,2115.93,-0.078,0,0,1
1175,Obstacle Collision,2118.04,-1.372,0,1,0
1176,Success,2120.04,-0.05,0,0,1
1177,Success,2121.42,-0.044,0,0,1
1178,Success,2122.56,-0.039,0,0,1
1179,Obstacle Collision,2124.31,-1.108,0,1,0
1180,Success,2127.11,-1.794,0,0,1
1181,Obstacle Collision,2133.37,-2.494,0,1,0
1182,Obstacle Collision,2134.31,-1.278,0,1,0
1183,Success,2135.78,-0.061,0,0,1
1184,Success,2137.63,-0.078,0,0,1
1185,Agent Collision,2140.05,-4.344,1,0,0
1186,Success,2143.07,-3.5,0,0,1
1187,Obstacle Collision,2143.94,-1.272,0,1,0
1188,Obstacle Collision,2144.79,-1.268,0,1,0
1189,Obstacle Collision,2146.12,-1.166,0,1,0
1190,Success,2148.89,-0.094,0,0,1
1191,Obstacle Collision,2150.51,-1.333,0,1,0
1192,Success,2152.58,-1.772,0,0,1
1193,Success,2155.28,-0.961,0,0,1
1194,Obstacle Collision,2155.93,-1.267,0,1,0
1195,Success,2157.12,-0.094,0,0,1
1196,Obstacle Collision,2159.58,-1.422,0,1,0
1197,Obstacle Collision,2160.21,-1.267,0,1,0
1198,Obstacle Collision,2160.76,-1.267,0,1,0
